title,speaker,duration,url
"The myth of Anansi, the trickster spider",Emily Zobel Marshall,04:17,https://ted.com/talks/emily_zobel_marshall_the_myth_of_anansi_the_trickster_spider
How to boost nature-based solutions to climate change,Zac Goldsmith,05:55,https://ted.com/talks/zac_goldsmith_how_to_boost_nature_based_solutions_to_climate_change
Which animal has the best eyesight?,Thomas W. Cronin,04:57,https://ted.com/talks/thomas_w_cronin_which_animal_has_the_best_eyesight
The new reality of fashion is digital,Gala Marija Vrbanic,04:41,https://ted.com/talks/gala_marija_vrbanic_the_new_reality_of_fashion_is_digital
Can you solve the birthday cake riddle?,Marie Brodsky,04:28,https://ted.com/talks/marie_brodsky_can_you_solve_the_birthday_cake_riddle
The tragic myth of the Sun God's son,Iseult Gillespie,05:08,https://ted.com/talks/iseult_gillespie_the_tragic_myth_of_the_sun_god_s_son
Why do cats have vertical pupils?,Emma Bryce,04:41,https://ted.com/talks/emma_bryce_why_do_cats_have_vertical_pupils
One company at a time,American Family Insurance,02:59,https://ted.com/talks/american_family_insurance_one_company_at_a_time
Why is it so hard to escape poverty?,Ann-Hel\'e9n Bay,04:27,https://ted.com/talks/ann_helen_bay_why_is_it_so_hard_to_escape_poverty
The myth of Loki's monstrous children,Iseult Gillespie,05:39,https://ted.com/talks/iseult_gillespie_the_myth_of_loki_s_monstrous_children
Human-centered justice,American Family Insurance,03:23,https://ted.com/talks/american_family_insurance_human_centered_justice
Why is the Mona Lisa so famous?,Noah Charney,05:19,https://ted.com/talks/noah_charney_why_is_the_mona_lisa_so_famous
It's time to write a new climate story,Countdown,03:38,https://ted.com/talks/countdown_it_s_time_to_write_a_new_climate_story
"Blood, concrete, and dynamite: Building the Hoover Dam",Alex Gendler,04:51,https://ted.com/talks/alex_gendler_blood_concrete_and_dynamite_building_the_hoover_dam
4 ways the COVID-19 pandemic changed the way we sleep,Matt Walker,02:20,https://ted.com/talks/matt_walker_4_ways_the_covid_19_pandemic_changed_the_way_we_sleep
You can only save one\'97 who do you choose?,Doug MacKay,04:14,https://ted.com/talks/doug_mackay_you_can_only_save_one_who_do_you_choose
A king cobra bite -- and a scientific discovery,Gowri Shankar,05:28,https://ted.com/talks/gowri_shankar_a_king_cobra_bite_and_a_scientific_discovery
The dark history of Mount Rushmore,Ned Blackhawk and Jeffrey D. Means,04:53,https://ted.com/talks/ned_blackhawk_and_jeffrey_d_means_the_dark_history_of_mount_rushmore
How to deal with your insomnia -- and finally get to sleep,Matt Walker,01:58,https://ted.com/talks/matt_walker_how_to_deal_with_your_insomnia_and_finally_get_to_sleep
Would you raise the bird that murdered your children?,Steve Rothstein,05:04,https://ted.com/talks/steve_rothstein_would_you_raise_the_bird_that_murdered_your_children
"""Astral Plane""",Valerie June,03:55,https://ted.com/talks/valerie_june_astral_plane
How one of the most profitable companies in history rose to power,Adam Clulow,04:47,https://ted.com/talks/adam_clulow_how_one_of_the_most_profitable_companies_in_history_rose_to_power
Africans should lead on health care solutions for Africa,Francisca Mutapi,04:58,https://ted.com/talks/francisca_mutapi_africans_should_lead_on_health_care_solutions_for_africa
How sleep affects what (and how much) you eat,Matt Walker,01:52,https://ted.com/talks/matt_walker_how_sleep_affects_what_and_how_much_you_eat
"Yes, scientists are actually building an elevator to space",Fabio Pacucci,05:00,https://ted.com/talks/fabio_pacucci_yes_scientists_are_actually_building_an_elevator_to_space
Can stereotypes ever be good?,Sheila Marie Orfano and Densho,05:32,https://ted.com/talks/sheila_marie_orfano_and_densho_can_stereotypes_ever_be_good
What is melatonin -- and should you take it to fall asleep?,Matt Walker,02:20,https://ted.com/talks/matt_walker_what_is_melatonin_and_should_you_take_it_to_fall_asleep
Why do your jeans wear out so quickly?,Madhavi Venkatesan,04:15,https://ted.com/talks/madhavi_venkatesan_why_do_your_jeans_wear_out_so_quickly
Is it really that bad to marry my cousin?,Mona Chalabi,03:04,https://ted.com/talks/mona_chalabi_is_it_really_that_bad_to_marry_my_cousin
The surprising health benefits of dreaming,Matt Walker,02:01,https://ted.com/talks/matt_walker_the_surprising_health_benefits_of_dreaming
The science of extreme weather \'97 and how to reduce the harm,"Al Roker, Al Gore, David Biello and Latif Nasser",05:51,https://ted.com/talks/al_roker_al_gore_david_biello_and_latif_nasser_the_science_of_extreme_weather_and_how_to_reduce_the_harm
The wild sex lives of marine creatures,Luka Seamus Wright,04:58,https://ted.com/talks/luka_seamus_wright_the_wild_sex_lives_of_marine_creatures
How accurate is the weather forecast?,Mona Chalabi,01:58,https://ted.com/talks/mona_chalabi_how_accurate_is_the_weather_forecast
Can you solve the human cannonball riddle?,Alex Rosenthal,04:51,https://ted.com/talks/alex_rosenthal_can_you_solve_the_human_cannonball_riddle
Nature's fortress: How cacti keep water in and predators out,Lucas C. Majure,04:00,https://ted.com/talks/lucas_c_majure_nature_s_fortress_how_cacti_keep_water_in_and_predators_out
A program to empower Black teachers in the US,Larry Irvin,05:58,https://ted.com/talks/larry_irvin_a_program_to_empower_black_teachers_in_the_us
An ever-evolving map of everything on Earth,Jack Dangermond,05:39,https://ted.com/talks/jack_dangermond_an_ever_evolving_map_of_everything_on_earth
Are naps actually good for us?,Matt Walker,02:17,https://ted.com/talks/matt_walker_are_naps_actually_good_for_us
"""Back on My Feet""",Kimberose,03:17,https://ted.com/talks/kimberose_back_on_my_feet
How to write comedy,Jodie Houlston-Lau,04:19,https://ted.com/talks/jodie_houlston_lau_how_to_write_comedy
Which box do I check?,Mona Chalabi,03:18,https://ted.com/talks/mona_chalabi_which_box_do_i_check
3 steps to getting what you want in a negotiation,Ruchi Sinha,05:00,https://ted.com/talks/ruchi_sinha_3_steps_to_getting_what_you_want_in_a_negotiation
The twins who tricked the Maya gods of death,Ilan Stavans,04:37,https://ted.com/talks/ilan_stavans_the_twins_who_tricked_the_maya_gods_of_death
"""Being Human""",Naima Penniman,03:54,https://ted.com/talks/naima_penniman_being_human
Leave only footprints that will wash away,Children of Palau,02:52,https://ted.com/talks/children_of_palau_leave_only_footprints_that_will_wash_away
The many reasons to eat a plant-based diet,Derek Sarno,04:05,https://ted.com/talks/derek_sarno_the_many_reasons_to_eat_a_plant_based_diet
Why better sleep means a better sex life,Matt Walker,02:12,https://ted.com/talks/matt_walker_why_better_sleep_means_a_better_sex_life
The sleep disorder you might not know you have,Alayna Vaughan,04:20,https://ted.com/talks/alayna_vaughan_the_sleep_disorder_you_might_not_know_you_have
How did we get fertility so wrong?,Mona Chalabi,02:57,https://ted.com/talks/mona_chalabi_how_did_we_get_fertility_so_wrong
What working parents really need from workplaces,Angela Garbes,04:51,https://ted.com/talks/angela_garbes_what_working_parents_really_need_from_workplaces
Are locust plagues unstoppable?,Jeffrey A. Lockwood,05:26,https://ted.com/talks/jeffrey_a_lockwood_are_locust_plagues_unstoppable
The problem of vaccine spoilage -- and a smart sensor to help,Nithya Ramanathan,05:39,https://ted.com/talks/nithya_ramanathan_the_problem_of_vaccine_spoilage_and_a_smart_sensor_to_help
"How daylight saving time affects our bodies, minds -- and world",Matt Walker,01:30,https://ted.com/talks/matt_walker_how_daylight_saving_time_affects_our_bodies_minds_and_world
"How to get better at video games, according to babies",Brian Christian,04:53,https://ted.com/talks/brian_christian_how_to_get_better_at_video_games_according_to_babies
What we miss when we focus on the average,Mona Chalabi,03:11,https://ted.com/talks/mona_chalabi_what_we_miss_when_we_focus_on_the_average
3 rules to help you build a successful business,Julissa Prado,04:31,https://ted.com/talks/julissa_prado_3_rules_to_help_you_build_a_successful_business
What is COP26?,Countdown,02:54,https://ted.com/talks/countdown_what_is_cop26
The 55 gigaton challenge,Countdown,05:39,https://ted.com/talks/countdown_the_55_gigaton_challenge
"The Norse myth that inspired ""The Lord of the Rings""",Iseult Gillespie,05:08,https://ted.com/talks/iseult_gillespie_the_norse_myth_that_inspired_the_lord_of_the_rings
"""The [Uncertain] Four Seasons""",AKQA and Jung von Matt,04:32,https://ted.com/talks/akqa_and_jung_von_matt_the_uncertain_four_seasons
The surprisingly long history of electric cars,Daniel Sperling and Gil Tal,05:02,https://ted.com/talks/daniel_sperling_and_gil_tal_the_surprisingly_long_history_of_electric_cars
Do 9 out of 10 dentists really recommend that toothpaste?,Mona Chalabi,02:41,https://ted.com/talks/mona_chalabi_do_9_out_of_10_dentists_really_recommend_that_toothpaste
How to reduce bias in your workplace,Kim Scott and Trier Bryant,05:48,https://ted.com/talks/kim_scott_and_trier_bryant_how_to_reduce_bias_in_your_workplace
Why are scientists obsessed with the Black Sea?,Helen Farr and Jon Adams,04:28,https://ted.com/talks/helen_farr_and_jon_adams_why_are_scientists_obsessed_with_the_black_sea
What makes a friendship last?,Mona Chalabi,03:36,https://ted.com/talks/mona_chalabi_what_makes_a_friendship_last
Can you solve the computer virus riddle?,James Tanton,05:15,https://ted.com/talks/james_tanton_can_you_solve_the_computer_virus_riddle
How long does it take to get over a breakup?,Mona Chalabi,03:35,https://ted.com/talks/mona_chalabi_how_long_does_it_take_to_get_over_a_breakup
The small business hustle,The Hartford,02:58,https://ted.com/talks/the_hartford_the_small_business_hustle
Why don't we cover the desert with solar panels?,Dan Kwartler,05:06,https://ted.com/talks/dan_kwartler_why_don_t_we_cover_the_desert_with_solar_panels
Why paternity leave benefits everyone,Shu Matsuo Post,05:44,https://ted.com/talks/shu_matsuo_post_why_paternity_leave_benefits_everyone
Introducing: Am I Normal? with Mona Chalabi,TED Audio Collective,02:25,https://ted.com/talks/ted_audio_collective_introducing_am_i_normal_with_mona_chalabi
"Zora Neale Hurston's ""Their Eyes Were Watching God""",Tanya Boucicaut,04:32,https://ted.com/talks/tanya_boucicaut_zora_neale_hurston_s_their_eyes_were_watching_god
Why skin disease is often misdiagnosed in darker skin tones,Jenna C. Lester,05:27,https://ted.com/talks/jenna_c_lester_why_skin_disease_is_often_misdiagnosed_in_darker_skin_tones
Where will you be able to live in 20 years?,Carol Farbotko and Ingrid Boas,04:47,https://ted.com/talks/carol_farbotko_and_ingrid_boas_where_will_you_be_able_to_live_in_20_years
Relief to recovery,monday.com,03:04,https://ted.com/talks/monday_com_relief_to_recovery
5 tips for dealing with meeting overload,Cindy Solomon,05:08,https://ted.com/talks/cindy_solomon_5_tips_for_dealing_with_meeting_overload
What happened to the lost Kingdom of Kush?,Geoff Emberling,04:19,https://ted.com/talks/geoff_emberling_what_happened_to_the_lost_kingdom_of_kush
The genes you don't get from your parents (but can't live without),Devin Shuman,04:46,https://ted.com/talks/devin_shuman_the_genes_you_don_t_get_from_your_parents_but_can_t_live_without
Want to truly succeed? Lift others up while you climb,AJ Hikes,05:33,https://ted.com/talks/aj_hikes_want_to_truly_succeed_lift_others_up_while_you_climb
The surprising origins of the word \'93lesbian\'94,Diane J. Rayor,05:06,https://ted.com/talks/diane_j_rayor_the_surprising_origins_of_the_word_lesbian
The forgotten queen of Egypt,Abdallah Ewis,04:13,https://ted.com/talks/abdallah_ewis_the_forgotten_queen_of_egypt
3 rules for better work-life balance,Ashley Whillans,05:06,https://ted.com/talks/ashley_whillans_3_rules_for_better_work_life_balance
Can you solve the rogue submarine riddle?,Alex Rosenthal,05:58,https://ted.com/talks/alex_rosenthal_can_you_solve_the_rogue_submarine_riddle
The secrets of the world's most famous symphony,Hanako Sawada,04:58,https://ted.com/talks/hanako_sawada_the_secrets_of_the_world_s_most_famous_symphony
You could have a secret twin (but not the way you think),Kayla Mandel Sheets,04:04,https://ted.com/talks/kayla_mandel_sheets_you_could_have_a_secret_twin_but_not_the_way_you_think
"Earth's mysterious red glow, explained",Zoe Pierrat,04:01,https://ted.com/talks/zoe_pierrat_earth_s_mysterious_red_glow_explained
A smart bra for better heart health,Alicia Chong Rodriguez,05:46,https://ted.com/talks/alicia_chong_rodriguez_a_smart_bra_for_better_heart_health
What makes a language... a language?,Martin Hilpert,04:48,https://ted.com/talks/martin_hilpert_what_makes_a_language_a_language
The rise and fall of the Lakota Empire,Pekka H\'e4m\'e4l\'e4inen,05:39,https://ted.com/talks/pekka_hamalainen_the_rise_and_fall_of_the_lakota_empire
A new way to restore Earth's biodiversity -- from the air,Susan Graham,02:09,https://ted.com/talks/susan_graham_a_new_way_to_restore_earth_s_biodiversity_from_the_air
"What is MSG, and is it actually bad for you?",Sarah E. Tracy,05:10,https://ted.com/talks/sarah_e_tracy_what_is_msg_and_is_it_actually_bad_for_you
The state of the climate crisis in 2021,Climate Action Tracker,05:27,https://ted.com/talks/climate_action_tracker_the_state_of_the_climate_crisis_in_2021
A taste of Mexico's ancient chocolate-making tradition,Germ\'e1n Santill\'e1n,05:45,https://ted.com/talks/german_santillan_a_taste_of_mexico_s_ancient_chocolate_making_tradition
The infamous overpopulation bet: Simon vs. Ehrlich,Soraya Field Fiorio,04:34,https://ted.com/talks/soraya_field_fiorio_the_infamous_overpopulation_bet_simon_vs_ehrlich
Is this the most successful animal ever?,Nigel Hughes,05:08,https://ted.com/talks/nigel_hughes_is_this_the_most_successful_animal_ever
How we can detect pretty much anything,H\'e9l\'e8ne Morlon and Anna Papadopoulou,05:39,https://ted.com/talks/helene_morlon_and_anna_papadopoulou_how_we_can_detect_pretty_much_anything
How the COVID-19 vaccines were created so quickly,Kaitlyn Sadtler and Elizabeth Wayne,04:48,https://ted.com/talks/kaitlyn_sadtler_and_elizabeth_wayne_how_the_covid_19_vaccines_were_created_so_quickly
How to design the life you want,TEDx SHORTS,05:14,https://ted.com/talks/tedx_shorts_how_to_design_the_life_you_want
The secret society of the Great Dismal Swamp,Dan Sayers,05:08,https://ted.com/talks/dan_sayers_the_secret_society_of_the_great_dismal_swamp
Can you solve the giant spider riddle?,Dan Finkel,04:23,https://ted.com/talks/dan_finkel_can_you_solve_the_giant_spider_riddle
Why are stolen African artifacts still in Western museums?,Jim Chuchu,04:48,https://ted.com/talks/jim_chuchu_why_are_stolen_african_artifacts_still_in_western_museums
"The method that can ""prove"" almost anything",James A. Smith,04:52,https://ted.com/talks/james_a_smith_the_method_that_can_prove_almost_anything
"What causes seizures, and how can we treat them?",Christopher E. Gaw,04:58,https://ted.com/talks/christopher_e_gaw_what_causes_seizures_and_how_can_we_treat_them
Iceland's secret power,Jean-Baptiste P. Koehl,05:02,https://ted.com/talks/jean_baptiste_p_koehl_iceland_s_secret_power
A year in the life of one of Earth's weirdest animals,Gilad Bino,04:37,https://ted.com/talks/gilad_bino_a_year_in_the_life_of_one_of_earth_s_weirdest_animals
The ancient origins of the Olympics,Armand D'Angour,03:04,https://ted.com/talks/armand_d_angour_the_ancient_origins_of_the_olympics
The rise and fall of the Kingdom of Man,Andrew McDonald,04:54,https://ted.com/talks/andrew_mcdonald_the_rise_and_fall_of_the_kingdom_of_man
The paradox at the heart of mathematics: G\'f6del's Incompleteness Theorem,Marcus du Sautoy,05:00,https://ted.com/talks/marcus_du_sautoy_the_paradox_at_the_heart_of_mathematics_godel_s_incompleteness_theorem
Why can\'92t governments print an unlimited amount of money?,Jonathan Smith,04:38,https://ted.com/talks/jonathan_smith_why_can_t_governments_print_an_unlimited_amount_of_money
The most notorious scientific feud in history,Lukas Rieppel,05:13,https://ted.com/talks/lukas_rieppel_the_most_notorious_scientific_feud_in_history
Documentary films that explore trauma -- and make space for healing,Almudena Toral,05:24,https://ted.com/talks/almudena_toral_documentary_films_that_explore_trauma_and_make_space_for_healing
History's deadliest king,Georges Nzongola-Ntalaja,05:38,https://ted.com/talks/georges_nzongola_ntalaja_history_s_deadliest_king
A cleanse won't detox your body -- but here's what will,Jen Gunter,04:42,https://ted.com/talks/jen_gunter_a_cleanse_won_t_detox_your_body_but_here_s_what_will
Could we build a wooden skyscraper?,Stefan Al,04:37,https://ted.com/talks/stefan_al_could_we_build_a_wooden_skyscraper
What's normal anxiety -- and what's an anxiety disorder?,Jen Gunter,05:10,https://ted.com/talks/jen_gunter_what_s_normal_anxiety_and_what_s_an_anxiety_disorder
The dark history of the Chinese Exclusion Act,Robert Chang,05:39,https://ted.com/talks/robert_chang_the_dark_history_of_the_chinese_exclusion_act
The infinite alchemy of storytelling,Zahra Al-Mahdi,04:19,https://ted.com/talks/zahra_al_mahdi_the_infinite_alchemy_of_storytelling
What you can do with an extra jaw,Darien Satterfield,05:00,https://ted.com/talks/darien_satterfield_what_you_can_do_with_an_extra_jaw
"How one person saved over 2,000 children from the Nazis",Iseult Gillespie,05:37,https://ted.com/talks/iseult_gillespie_how_one_person_saved_over_2_000_children_from_the_nazis
How to heat your home without hurting the planet,Kathy Hannun,05:03,https://ted.com/talks/kathy_hannun_how_to_heat_your_home_without_hurting_the_planet
Can you cheat death by solving this riddle?,Shravan S K,04:36,https://ted.com/talks/shravan_s_k_can_you_cheat_death_by_solving_this_riddle
5 skin health myths to stop believing now,Jen Gunter,05:49,https://ted.com/talks/jen_gunter_5_skin_health_myths_to_stop_believing_now
Axolotls: The salamanders that snack on each other (but don't die),Luis Zambrano,05:02,https://ted.com/talks/luis_zambrano_axolotls_the_salamanders_that_snack_on_each_other_but_don_t_die
The search for microscopic aliens,Sarah Rugheimer,05:25,https://ted.com/talks/sarah_rugheimer_the_search_for_microscopic_aliens
Why was India split into two countries?,Haimanti Roy,05:31,https://ted.com/talks/haimanti_roy_why_was_india_split_into_two_countries
"What few people know about the program that ""saved"" America",Meg Jacobs,04:46,https://ted.com/talks/meg_jacobs_what_few_people_know_about_the_program_that_saved_america
Can you actually boost your immune system? Here's the truth,Jen Gunter,05:06,https://ted.com/talks/jen_gunter_can_you_actually_boost_your_immune_system_here_s_the_truth
A new approach to defending the human rights of migrants,Itamar Mann,05:16,https://ted.com/talks/itamar_mann_a_new_approach_to_defending_the_human_rights_of_migrants
A brief history of toilets,Francis de los Reyes,05:05,https://ted.com/talks/francis_de_los_reyes_a_brief_history_of_toilets
An app that empowers people to solve their legal problems,Rohan Pavuluri,05:48,https://ted.com/talks/rohan_pavuluri_an_app_that_empowers_people_to_solve_their_legal_problems
The sharks that hunt in forests,Luka Seamus Wright,05:28,https://ted.com/talks/luka_seamus_wright_the_sharks_that_hunt_in_forests
How do you know what's true?,Sheila Marie Orfano,04:53,https://ted.com/talks/sheila_marie_orfano_how_do_you_know_what_s_true
Why healthy bones are about so much more than milk,Jen Gunter,03:35,https://ted.com/talks/jen_gunter_why_healthy_bones_are_about_so_much_more_than_milk
A feminist reimagining of Kenya's public transport,Naomi Mwaura,05:09,https://ted.com/talks/naomi_mwaura_a_feminist_reimagining_of_kenya_s_public_transport
Ugly History: The US syphilis experiment,Susan M. Reverby,05:07,https://ted.com/talks/susan_m_reverby_ugly_history_the_us_syphilis_experiment
How your body could become its own diagnostic lab,Aaron Morris,05:06,https://ted.com/talks/aaron_morris_how_your_body_could_become_its_own_diagnostic_lab
A day in the life of the Oracle of Delphi,Mark Robinson,04:57,https://ted.com/talks/mark_robinson_a_day_in_the_life_of_the_oracle_of_delphi
The multibillion-dollar US prison industry -- and how to dismantle it,Bianca Tylek,05:44,https://ted.com/talks/bianca_tylek_the_multibillion_dollar_us_prison_industry_and_how_to_dismantle_it
Why do we have hair in such random places?,Nina G. Jablonski,04:03,https://ted.com/talks/nina_g_jablonski_why_do_we_have_hair_in_such_random_places
What really happens to your body during menopause,Jen Gunter,05:02,https://ted.com/talks/jen_gunter_what_really_happens_to_your_body_during_menopause
"The epic of Gilgamesh, the king who tried to conquer death",Soraya Field Fiorio,05:07,https://ted.com/talks/soraya_field_fiorio_the_epic_of_gilgamesh_the_king_who_tried_to_conquer_death
"Playful, wondrous public spaces built for community and possibility",Matthew Mazzotta,04:36,https://ted.com/talks/matthew_mazzotta_playful_wondrous_public_spaces_built_for_community_and_possibility
Can you solve the Trojan War riddle?,Dennis Shasha,05:09,https://ted.com/talks/dennis_shasha_can_you_solve_the_trojan_war_riddle
Why you shouldn't worry about pooping once a day,Jen Gunter,04:11,https://ted.com/talks/jen_gunter_why_you_shouldn_t_worry_about_pooping_once_a_day
How dirt bikes and STEM ignite ingenuity in Baltimore,Brittany Young,05:43,https://ted.com/talks/brittany_young_how_dirt_bikes_and_stem_ignite_ingenuity_in_baltimore
Could you survive the real Twilight Zone?,Philip Renaud and Kenneth Kostel,04:25,https://ted.com/talks/philip_renaud_and_kenneth_kostel_could_you_survive_the_real_twilight_zone
Electronic pills that could transform how we treat disease,Khalil Ramadi,04:39,https://ted.com/talks/khalil_ramadi_electronic_pills_that_could_transform_how_we_treat_disease
The woman who stared at the Sun,Alex Gendler,04:59,https://ted.com/talks/alex_gendler_the_woman_who_stared_at_the_sun
"Run, sail or hide? How to survive the destruction of Pompeii",Gary Devore,05:12,https://ted.com/talks/gary_devore_run_sail_or_hide_how_to_survive_the_destruction_of_pompeii
Why you don't need 8 glasses of water a day,Jen Gunter,04:21,https://ted.com/talks/jen_gunter_why_you_don_t_need_8_glasses_of_water_a_day
Can you be awake and asleep at the same time?,Masako Tamaki,05:02,https://ted.com/talks/masako_tamaki_can_you_be_awake_and_asleep_at_the_same_time
What happens to your brain during a migraine?,Marianne Schwarz,04:32,https://ted.com/talks/marianne_schwarz_what_happens_to_your_brain_during_a_migraine
Introducing Body Stuff with Dr. Jen Gunter,TED Audio Collective,02:10,https://ted.com/talks/ted_audio_collective_introducing_body_stuff_with_dr_jen_gunter
What really happened during the Attica Prison Rebellion,Orisanmi Burton,05:07,https://ted.com/talks/orisanmi_burton_what_really_happened_during_the_attica_prison_rebellion
What's in the air you breathe?,Amy Hrdina and Jesse Kroll,05:06,https://ted.com/talks/amy_hrdina_and_jesse_kroll_what_s_in_the_air_you_breathe
How one design flaw almost toppled a skyscraper,Alex Gendler,04:57,https://ted.com/talks/alex_gendler_how_one_design_flaw_almost_toppled_a_skyscraper
The future of flying is electrifying,Cory Combs,04:06,https://ted.com/talks/cory_combs_the_future_of_flying_is_electrifying
How to get a word added to the dictionary,Ilan Stavans,05:11,https://ted.com/talks/ilan_stavans_how_to_get_a_word_added_to_the_dictionary
"Meet the bluefin tuna, the toughest fish in the sea",Grantly Galland and Raiana McKinney,04:41,https://ted.com/talks/grantly_galland_and_raiana_mckinney_meet_the_bluefin_tuna_the_toughest_fish_in_the_sea
"Women and girls, you are part of the climate solution",Rumaitha Al Busaidi,05:02,https://ted.com/talks/rumaitha_al_busaidi_women_and_girls_you_are_part_of_the_climate_solution
Mystery episode,TED Audio Collective,00:55,https://ted.com/talks/ted_audio_collective_mystery_episode
How long should your naps be?,Sara C. Mednick,04:43,https://ted.com/talks/sara_c_mednick_how_long_should_your_naps_be
"Demolition, disease, and death: Building the Panama Canal",Alex Gendler,05:15,https://ted.com/talks/alex_gendler_demolition_disease_and_death_building_the_panama_canal
Can you solve Dongle's Difficult Dilemma?,Dennis E. Shasha,05:08,https://ted.com/talks/dennis_e_shasha_can_you_solve_dongle_s_difficult_dilemma
How do wind turbines work?,Rebecca J. Barthelmie and Sara C. Pryor,04:44,https://ted.com/talks/rebecca_j_barthelmie_and_sara_c_pryor_how_do_wind_turbines_work
How the world's tallest skyscraper was built,Alex Gendler,05:46,https://ted.com/talks/alex_gendler_how_the_world_s_tallest_skyscraper_was_built
The world's most painful insect sting,Justin Schmidt,04:57,https://ted.com/talks/justin_schmidt_the_world_s_most_painful_insect_sting
Why are airplanes slower than they used to be?,Alex Gendler,04:39,https://ted.com/talks/alex_gendler_why_are_airplanes_slower_than_they_used_to_be
Whatever happened to acid rain?,Joseph Goffman,05:20,https://ted.com/talks/joseph_goffman_whatever_happened_to_acid_rain
This tool will help improve your critical thinking,Erick Wilberding,05:08,https://ted.com/talks/erick_wilberding_this_tool_will_help_improve_your_critical_thinking
The surprising secrets of hummingbird flight,Kristiina J. Hurme and Alejandro Rico-Guevara,04:45,https://ted.com/talks/kristiina_j_hurme_and_alejandro_rico_guevara_the_surprising_secrets_of_hummingbird_flight
Why good ideas get trapped in the valley of death -- and how to rescue them,TED-Ed,04:49,https://ted.com/talks/ted_ed_why_good_ideas_get_trapped_in_the_valley_of_death_and_how_to_rescue_them
Can you outsmart the apples and oranges fallacy?,Elizabeth Cox,05:27,https://ted.com/talks/elizabeth_cox_can_you_outsmart_the_apples_and_oranges_fallacy
4 different ways you can power a car,Jacques S. Abramowicz,04:55,https://ted.com/talks/jacques_s_abramowicz_4_different_ways_you_can_power_a_car
Why every world map is wrong,Kayla Wolf,04:39,https://ted.com/talks/kayla_wolf_why_every_world_map_is_wrong
A brief history of the devil,Brian A. Pavlac,04:46,https://ted.com/talks/brian_a_pavlac_a_brief_history_of_the_devil
What science taught me about being a Muslim drag quee\uc0\u8234 n\uc0\u8236,TEDx SHORTS,04:42,https://ted.com/talks/tedx_shorts_what_science_taught_me_about_being_a_muslim_drag_quee_n
Can you solve the fantasy election riddle?,Dennis E. Shasha,05:27,https://ted.com/talks/dennis_e_shasha_can_you_solve_the_fantasy_election_riddle
Ugly History: The Spanish Inquisition,Kayla Wolf,05:24,https://ted.com/talks/kayla_wolf_ugly_history_the_spanish_inquisition
What's the best fuel for your car?,TED-Ed,04:20,https://ted.com/talks/ted_ed_what_s_the_best_fuel_for_your_car
How do antidepressants work?,Neil R. Jeyasingam,04:38,https://ted.com/talks/neil_r_jeyasingam_how_do_antidepressants_work
How much land does it take to power the world?,TED-Ed,04:26,https://ted.com/talks/ted_ed_how_much_land_does_it_take_to_power_the_world
The best nose in the animal kingdom,Chase LaDue and Bruce A. Schulte,04:52,https://ted.com/talks/chase_ladue_and_bruce_a_schulte_the_best_nose_in_the_animal_kingdom
How does artificial intelligence learn?,Briana Brownell,04:37,https://ted.com/talks/briana_brownell_how_does_artificial_intelligence_learn
How much electricity does it take to power the world?,TED-Ed,04:41,https://ted.com/talks/ted_ed_how_much_electricity_does_it_take_to_power_the_world
"Who were Las Mariposas, and why were they murdered?",Lisa Krause,05:57,https://ted.com/talks/lisa_krause_who_were_las_mariposas_and_why_were_they_murdered
"How would you finish the sentence, ""Imagine if...""?",Sir Ken Robinson,01:29,https://ted.com/talks/sir_ken_robinson_how_would_you_finish_the_sentence_imagine_if
10 steps to boost your financial health -- that you can do in a day,Wendy De La Rosa,03:25,https://ted.com/talks/wendy_de_la_rosa_10_steps_to_boost_your_financial_health_that_you_can_do_in_a_day
Can loud music damage your hearing?,Heather Malyuk,04:51,https://ted.com/talks/heather_malyuk_can_loud_music_damage_your_hearing
The material that could change the world ... for a third time,TED-Ed,05:06,https://ted.com/talks/ted_ed_the_material_that_could_change_the_world_for_a_third_time
Debunking the myth of the Lost Cause: A lie embedded in American history,Karen L. Cox,04:28,https://ted.com/talks/karen_l_cox_debunking_the_myth_of_the_lost_cause_a_lie_embedded_in_american_history
Why talking to your friends can help you save money,Wendy De La Rosa,03:30,https://ted.com/talks/wendy_de_la_rosa_why_talking_to_your_friends_can_help_you_save_money
Can you solve the demon dance party riddle?,Edwin Meyer,04:45,https://ted.com/talks/edwin_meyer_can_you_solve_the_demon_dance_party_riddle
How scientists turn lakes into giant batteries,TED-Ed,04:55,https://ted.com/talks/ted_ed_how_scientists_turn_lakes_into_giant_batteries
"Why do we, like, hesitate when we, um, speak?",Lorenzo Garc\'eda-Amaya,05:14,https://ted.com/talks/lorenzo_garcia_amaya_why_do_we_like_hesitate_when_we_um_speak
3 sneaky tactics that websites use to make you spend,Wendy De La Rosa,03:42,https://ted.com/talks/wendy_de_la_rosa_3_sneaky_tactics_that_websites_use_to_make_you_spend
"The ""myth"" of the boiling frog",TED-Ed,04:20,https://ted.com/talks/ted_ed_the_myth_of_the_boiling_frog
The satisfying math of folding origami,Evan Zodl,05:08,https://ted.com/talks/evan_zodl_the_satisfying_math_of_folding_origami
Community-powered solutions to the climate crisis,Rahwa Ghirmatzion and Zelalem Adefris,04:32,https://ted.com/talks/rahwa_ghirmatzion_and_zelalem_adefris_community_powered_solutions_to_the_climate_crisis
